address_new,quarters_count,geometry
"улица Космонавтов 12, Москва, Россия, 129366",96,POINT (37.65273 55.82083)
"улица Космонавтов 14 корп 1, Москва, Россия, 129301",125,POINT (37.65444 55.82076)
"улица Космонавтов 14 корп 2, Москва, Россия, 129301",60,POINT (37.65357 55.82039)
"улица Космонавтов 14 корп 3, Москва, Россия, 129301",40,POINT (37.65534 55.82036)
"улица Космонавтов 16, Москва, Россия, 129301",72,POINT (37.65596 55.82077)
"улица Космонавтов 18 корп 1, Москва, Россия, 129301",50,POINT (37.6566 55.82037)
"улица Космонавтов 20, Москва, Россия, 129301",84,POINT (37.6582 55.82081)
"улица Космонавтов 22, Москва, Россия, 129626",64,POINT (37.66029 55.82056)
"улица Космонавтов 24, Москва, Россия, 129626",64,POINT (37.66102 55.82056)
"улица Космонавтов 26, Москва, Россия, 129626",64,POINT (37.66171 55.82055)
"улица Космонавтов 28, Москва, Россия, 129301",64,POINT (37.66244 55.82055)
"улица Костикова 1, Москва, Россия, 123100",44,POINT (37.55683 55.7607)
"улица Костикова 3, Москва, Россия, 123100",53,POINT (37.55455 55.76073)
"улица Костикова 5, Москва, Россия, 123100",53,POINT (37.55316 55.76073)
"улица Костикова 7, Москва, Россия, 123100",57,POINT (37.55141 55.76093)
"Костромская улица 4, Москва, Россия, 127549",191,POINT (37.591 55.88626)
"Костромская улица 4А, Москва, Россия, 127549",375,POINT (37.59215 55.88502)
"Костромская улица 6, Москва, Россия, 127549",192,POINT (37.59185 55.88671)
"Костромская улица 6 корп 2, Москва, Россия, 127549",167,POINT (37.59243 55.88611)
"Костромская улица 10, Москва, Россия, 127549",334,POINT (37.59548 55.8864)
"Костромская улица 12, Москва, Россия, 127549",187,POINT (37.59626 55.8857)
"Костромская улица 12А, Москва, Россия, 127549",287,POINT (37.59406 55.88476)
"Костромская улица 14А, Москва, Россия, 127549",254,POINT (37.59689 55.88481)
"Костромская улица 16, Москва, Россия, 127549",189,POINT (37.59837 55.88433)
"Костромская улица 18, Москва, Россия, 127549",96,POINT (37.59935 55.88442)
"Костромская улица 20, Москва, Россия, 127549",290,POINT (37.6001 55.88368)
"улица Костякова 2/6, Москва, Россия, 127422",190,POINT (37.57466 55.80975)
"улица Костякова 5, Москва, Россия, 127422",46,POINT (37.57292 55.81063)
"улица Костякова 6/5, Москва, Россия, 127422",195,POINT (37.57308 55.81171)
"улица Костякова 7/7, Москва, Россия, 127422",170,POINT (37.57229 55.8115)
"улица Костякова 8, Москва, Россия, 127422",277,POINT (37.57205 55.81309)
"улица Костякова 9, Москва, Россия, 127422",142,POINT (37.57126 55.81284)
"улица Костякова 10, Москва, Россия, 127422",296,POINT (37.57122 55.81441)
"улица Костякова 11, Москва, Россия, 127422",80,POINT (37.5702 55.81357)
"улица Костякова 11 корп 1, Москва, Россия, 127422",75,POINT (37.57021 55.81412)
"улица Костякова 13, Москва, Россия, 127422",80,POINT (37.56944 55.81456)
"улица Костякова 15, Москва, Россия, 127422",166,POINT (37.56918 55.81551)
"улица Костякова 17 корп 1, Москва, Россия, 127422",140,POINT (37.56827 55.81578)
"улица Костякова 17 корп 2, Москва, Россия, 127422",177,POINT (37.56709 55.81527)
"Костянский переулок 9/10, Москва, Россия, 107045",62,POINT (37.6354 55.76835)
"Костянский переулок 10 корп 1, Москва, Россия, 107045",73,POINT (37.63654 55.76898)
"Костянский переулок 10 корп 2, Москва, Россия, 107045",73,POINT (37.63722 55.76905)
"Костянский переулок 10А, Москва, Россия, 107045",28,POINT (37.63646 55.76935)
"Костянский переулок 11 стр 1, Москва, Россия, 107045",10,POINT (37.63574 55.76855)
"Костянский переулок 12, Москва, Россия, 107045",29,POINT (37.63661 55.76955)
"Костянский переулок 14, Москва, Россия, 107045",35,POINT (37.6367 55.76974)
"улица Косыгина 2 корп 1, Москва, Россия, 119334",97,POINT (37.57694 55.70965)
"улица Косыгина 5, Москва, Россия, 119334",371,POINT (37.57207 55.70702)
"улица Косыгина 7, Москва, Россия, 119334",113,POINT (37.56978 55.70632)
"улица Косыгина 8, Москва, Россия, 119334",34,POINT (37.56473 55.7074)
"улица Косыгина 9, Москва, Россия, 119334",112,POINT (37.56761 55.70636)
"улица Косыгина 10, Москва, Россия, 119334",16,POINT (37.56266 55.70708)
"улица Косыгина 11, Москва, Россия, 119334",110,POINT (37.56652 55.70593)
"улица Косыгина 13, Москва, Россия, 119334",301,POINT (37.56496 55.7041)
"улица Косыгина 13 корп 1, Москва, Россия, 119334",120,POINT (37.56321 55.70283)
"улица Косыгина 19 корп 1, Москва, Россия, 119334",172,POINT (37.54978 55.70607)
"Котельническая набережная 1/15, Москва, Россия, 115172",691,POINT (37.64324 55.74697)
"Котельническая набережная 1/15, Москва, Россия, 115172",239,POINT (37.64324 55.74697)
"Котельническая набережная 1/15, Москва, Россия, 115172",358,POINT (37.64324 55.74697)
"Котельническая набережная 1/15, Москва, Россия, 115172",161,POINT (37.64324 55.74697)
"Котельническая набережная 1/15, Москва, Россия, 115172",68,POINT (37.64324 55.74697)
"Котельническая набережная 21, Москва, Россия, 115172",224,POINT (37.64469 55.74361)
"Котельническая набережная 25 корп 2, Москва, Россия, 115172",80,POINT (37.64577 55.74299)
"Котельническая набережная 31, Москва, Россия, 115172",148,POINT (37.64677 55.74149)
"Котельническая набережная 33 корп 1, Москва, Россия, 115172",381,POINT (37.64776 55.74114)
"2-й Котельнический переулок 5, Москва, Россия, 109240",115,POINT (37.6475 55.74359)
"5-й Котельнический переулок 12, Москва, Россия, 115172",71,POINT (37.64806 55.74185)
"улица Коцюбинского 1, Москва, Россия, 121351",60,POINT (37.42935 55.72838)
"улица Коцюбинского 3 корп 1, Москва, Россия, 121351",27,POINT (37.42936 55.7291)
"улица Коцюбинского 3 корп 2, Москва, Россия, 121351",1,POINT (37.42835 55.7291)
"улица Коцюбинского 5 корп 1, Москва, Россия, 121351",1,POINT (37.4294 55.72967)
"улица Коцюбинского 5 корп 2, Москва, Россия, 121351",1,POINT (37.42836 55.72968)
"улица Коцюбинского 6 корп 1, Москва, Россия, 121351",27,POINT (37.4303 55.72977)
"улица Коцюбинского 6 корп 2, Москва, Россия, 121351",45,POINT (37.43156 55.72976)
"улица Коцюбинского 7 корп 1, Москва, Россия, 121351",1,POINT (37.4294 55.73017)
"улица Коцюбинского 7 корп 2, Москва, Россия, 121351",27,POINT (37.42836 55.73017)
"улица Коцюбинского 8 корп 1, Москва, Россия, 121351",1,POINT (37.43008 55.73023)
"улица Коцюбинского 9 корп 1, Москва, Россия, 121351",1,POINT (37.42941 55.73076)
"улица Коцюбинского 9 корп 2, Москва, Россия, 121351",1,POINT (37.42835 55.73076)
"улица Коцюбинского 10, Москва, Россия, 121351",345,POINT (37.43145 55.73065)
"Кочновский проезд 4 корп 1, Москва, Россия, 125319",1025,POINT (37.54295 55.80668)
"Кочновский проезд 4 корп 2, Москва, Россия, 125319",1056,POINT (37.54563 55.80636)
"улица Кошкина 4, Москва, Россия, 115409",57,POINT (37.67267 55.6438)
"улица Кошкина 7, Москва, Россия, 115409",61,POINT (37.67255 55.64238)
"улица Кошкина 9, Москва, Россия, 115409",71,POINT (37.67167 55.64221)
"улица Кошкина 12 корп 1, Москва, Россия, 115409",407,POINT (37.67148 55.6394)
"улица Кошкина 12 корп 2, Москва, Россия, 115409",111,POINT (37.66954 55.63942)
"улица Кошкина 12 корп 3, Москва, Россия, 115409",168,POINT (37.66894 55.63968)
"улица Кошкина 13 корп 1, Москва, Россия, 115409",223,POINT (37.67255 55.64086)
"улица Кошкина 17 корп 1, Москва, Россия, 115409",168,POINT (37.67286 55.64016)
"улица Кошкина 19 корп 1, Москва, Россия, 115409",222,POINT (37.67367 55.63933)
"улица Коштоянца 1/83, Москва, Россия, 119454",81,POINT (37.49387 55.68033)
"улица Коштоянца 1А, Москва, Россия, 119454",80,POINT (37.49266 55.6794)
"улица Коштоянца 2, Москва, Россия, 119454",347,POINT (37.49112 55.68028)
"улица Коштоянца 3, Москва, Россия, 119454",80,POINT (37.4939 55.67922)
"улица Коштоянца 5, Москва, Россия, 119454",99,POINT (37.49497 55.6786)
"улица Коштоянца 6, Москва, Россия, 119454",532,POINT (37.48883 55.67892)
"улица Коштоянца 6 корп 1, Москва, Россия, 119454",119,POINT (37.48791 55.67995)
"улица Коштоянца 7, Москва, Россия, 119454",99,POINT (37.49355 55.6785)
"улица Коштоянца 8 корп 1, Москва, Россия, 119454",46,POINT (37.48602 55.67902)
"улица Коштоянца 9 стр 1, Москва, Россия, 119454",30,POINT (37.4943 55.67777)
"улица Коштоянца 10, Москва, Россия, 119454",527,POINT (37.48643 55.67756)
"улица Коштоянца 11, Москва, Россия, 119454",81,POINT (37.49247 55.67826)
"улица Коштоянца 12, Москва, Россия, 119454",54,POINT (37.4853 55.67701)
"улица Коштоянца 13, Москва, Россия, 119454",79,POINT (37.49351 55.67755)
"улица Коштоянца 15, Москва, Россия, 119454",82,POINT (37.49132 55.67859)
"улица Коштоянца 17, Москва, Россия, 119454",80,POINT (37.49208 55.67761)
"улица Коштоянца 17, Москва, Россия, 119454",30,POINT (37.49208 55.67761)
"улица Коштоянца 20 корп 1, Москва, Россия, 119602",138,POINT (37.47763 55.67432)
"улица Коштоянца 20 корп 2, Москва, Россия, 119602",116,POINT (37.47765 55.67503)
"улица Коштоянца 20 корп 3, Москва, Россия, 119602",115,POINT (37.47668 55.67557)
"улица Коштоянца 20 корп 4, Москва, Россия, 119602",136,POINT (37.47544 55.67561)
"улица Коштоянца 21, Москва, Россия, 119454",80,POINT (37.49101 55.67747)
"улица Коштоянца 21А, Москва, Россия, 119454",81,POINT (37.48998 55.67773)
"улица Коштоянца 23, Москва, Россия, 119454",100,POINT (37.49207 55.6767)
"улица Коштоянца 25, Москва, Россия, 119454",80,POINT (37.49064 55.67682)
"улица Коштоянца 25, Москва, Россия, 119454",30,POINT (37.49064 55.67682)
"улица Коштоянца 29, Москва, Россия, 119454",80,POINT (37.48956 55.6768)
"улица Коштоянца 31, Москва, Россия, 119454",100,POINT (37.49061 55.6759)
"улица Коштоянца 33, Москва, Россия, 119454",82,POINT (37.48838 55.67701)
"улица Коштоянца 35, Москва, Россия, 119454",4455,POINT (37.48918 55.67605)
"улица Коштоянца 35, Москва, Россия, 119454",30,POINT (37.48918 55.67605)
"улица Коштоянца 39, Москва, Россия, 119454",80,POINT (37.48813 55.67624)
"улица Коштоянца 41, Москва, Россия, 119454",80,POINT (37.48771 55.67558)
"улица Кравченко 4 корп 1, Москва, Россия, 119313",136,POINT (37.52131 55.67536)
"улица Кравченко 4 корп 2, Москва, Россия, 119313",97,POINT (37.52219 55.67584)
"улица Кравченко 4 корп 3, Москва, Россия, 119313",95,POINT (37.52283 55.67626)
"улица Кравченко 8, Москва, Россия, 119331",412,POINT (37.52076 55.67714)
"улица Кравченко 9, Москва, Россия, 119415",119,POINT (37.51452 55.67724)
"улица Кравченко 10, Москва, Россия, 119331",97,POINT (37.51931 55.67782)
"улица Кравченко 11, Москва, Россия, 119415",204,POINT (37.51389 55.67772)
"улица Кравченко 12, Москва, Россия, 119331",417,POINT (37.51787 55.6785)
"улица Кравченко 16 корп 1, Москва, Россия, 119331",80,POINT (37.51602 55.67925)
"улица Кравченко 16 корп 2, Москва, Россия, 119331",72,POINT (37.51561 55.67882)
"улица Кравченко 18, Москва, Россия, 119331",61,POINT (37.51493 55.67923)
"улица Кравченко 20, Москва, Россия, 119331",80,POINT (37.51505 55.67981)
"улица Кравченко 22, Москва, Россия, 119331",64,POINT (37.51425 55.67961)
"улица Кравченко 24/35, Москва, Россия, 119331",61,POINT (37.51352 55.68002)
"Крапивенский переулок 4, Москва, Россия, 127051",31,POINT (37.61749 55.76676)
"улица Красина 7 стр 1, Москва, Россия, 123056",42,POINT (37.58813 55.76712)
"улица Красина 7 стр 2, Москва, Россия, 123056",41,POINT (37.58791 55.76667)
"улица Красина 7 стр 3, Москва, Россия, 123056",41,POINT (37.58767 55.76677)
"улица Красина 9 стр 2, Москва, Россия, 123056",55,POINT (37.58737 55.76686)
"улица Красина 13, Москва, Россия, 123056",65,POINT (37.58701 55.76766)
"улица Красина 14 стр 8, Москва, Россия, 123056",16,POINT (37.58966 55.768)
"улица Красина 17, Москва, Россия, 123056",65,POINT (37.58611 55.768)
"улица Красина 19 стр 1, Москва, Россия, 123056",150,POINT (37.58511 55.76786)
"улица Красина 21, Москва, Россия, 123056",81,POINT (37.58602 55.76865)
"улица Красина 24, Москва, Россия, 123056",24,POINT (37.58788 55.76881)
"улица Красина 24-28, Москва, Россия, 123056",1,POINT (37.58689 55.76888)
"улица Красная Пресня 8, Москва, Россия, 123242",1,POINT (37.57398 55.7616)
"улица Красная Пресня 9, Москва, Россия, 123242",136,POINT (37.57349 55.76104)
"улица Красная Пресня 11, Москва, Россия, 123242",132,POINT (37.57236 55.76119)
"улица Красная Пресня 12, Москва, Россия, 123242",73,POINT (37.5731 55.76164)
"улица Красная Пресня 14, Москва, Россия, 123242",68,POINT (37.57228 55.76177)
"улица Красная Пресня 21, Москва, Россия, 123022",91,POINT (37.57026 55.76135)
"улица Красная Пресня 23 стр 1А, Москва, Россия, 123022",206,POINT (37.5667 55.76171)
"улица Красная Пресня стр.1, Москва, Россия, 123242",166,POINT (37.57654 55.76078)
"улица Красная Пресня 29, Москва, Россия, 123022",13,POINT (37.56404 55.76225)
"улица Красная Пресня 32-34, Москва, Россия, 123022",1,POINT (37.56757 55.76251)
"улица Красная Пресня 36 стр 1, Москва, Россия, 123022",54,POINT (37.56684 55.76255)
"улица Красная Пресня 36 стр 2, Москва, Россия, 123022",1,POINT (37.56733 55.76308)
"улица Красная Пресня 38, Москва, Россия, 123022",1,POINT (37.56592 55.7627)
"улица Красная Пресня 44, Москва, Россия, 123022",6,POINT (37.5649 55.76291)
"улица Красная Пресня 44 стр 1, Москва, Россия, 123022",23,POINT (37.565 55.76293)
"улица Красная Пресня 44 стр 3, Москва, Россия, 123022",48,POINT (37.56495 55.76329)
"Красноармейская улица 2 корп 1, Москва, Россия, 125167",77,POINT (37.55054 55.79676)
"Красноармейская улица 2 корп 2, Москва, Россия, 125167",388,POINT (37.55125 55.79698)
"Красноармейская улица 5, Москва, Россия, 125167",142,POINT (37.54768 55.79765)
"Красноармейская улица 6 корп 1, Москва, Россия, 125167",72,POINT (37.54884 55.79789)
"Красноармейская улица 6 корп 2, Москва, Россия, 125167",80,POINT (37.5495 55.79841)
"Красноармейская улица 7, Москва, Россия, 125167",70,POINT (37.54694 55.79793)
"Красноармейская улица 8 корп 1, Москва, Россия, 125167",40,POINT (37.54775 55.79845)
"Красноармейская улица 8 корп 2, Москва, Россия, 125167",50,POINT (37.54832 55.79873)
"Красноармейская улица 8 корп 3, Москва, Россия, 125167",60,POINT (37.54882 55.79898)
"Красноармейская улица 9, Москва, Россия, 125167",150,POINT (37.54641 55.79837)
"Красноармейская улица 10 корп 1, Москва, Россия, 125167",30,POINT (37.54679 55.79912)
"Красноармейская улица 10 корп 2, Москва, Россия, 125167",65,POINT (37.54698 55.79876)
"Красноармейская улица 12, Москва, Россия, 125167",65,POINT (37.54605 55.79925)
"Красноармейская улица 13, Москва, Россия, 125167",72,POINT (37.54297 55.80003)
"Красноармейская улица 14, Москва, Россия, 125167",51,POINT (37.54614 55.80042)
"Красноармейская улица 16, Москва, Россия, 125167",83,POINT (37.54463 55.79996)
"Красноармейская улица 20, Москва, Россия, 125167",65,POINT (37.54361 55.80048)
"Красноармейская улица 21, Москва, Россия, 125319",122,POINT (37.53767 55.80239)
"Красноармейская улица 22, Москва, Россия, 125167",40,POINT (37.54336 55.80086)
"Красноармейская улица 23, Москва, Россия, 125319",108,POINT (37.53641 55.80225)
"Красноармейская улица 24, Москва, Россия, 125167",37,POINT (37.54228 55.80114)
"Красноармейская улица 25, Москва, Россия, 125319",96,POINT (37.53625 55.80279)
"Красноармейская улица 26 корп 1, Москва, Россия, 125167",99,POINT (37.5424 55.80195)
"Красноармейская улица 26 корп 2, Москва, Россия, 125167",42,POINT (37.54185 55.8026)
"Красноармейская улица 27, Москва, Россия, 125319",108,POINT (37.53535 55.80267)
"Красноармейская улица 28, Москва, Россия, 125319",70,POINT (37.54152 55.80147)
"Красноармейская улица 29, Москва, Россия, 125319",78,POINT (37.53535 55.80325)
"Красноармейская улица 30, Москва, Россия, 125319",54,POINT (37.54064 55.80174)
"Красноармейская улица 32, Москва, Россия, 125319",128,POINT (37.53929 55.80226)
"Красноармейская улица 36, Москва, Россия, 125319",80,POINT (37.53732 55.80342)
"Красноармейская улица 38, Москва, Россия, 125319",80,POINT (37.53637 55.80377)
"Краснобогатырская улица 9, Москва, Россия, 107564",294,POINT (37.69311 55.81732)
"Краснобогатырская улица 11, Москва, Россия, 107564",323,POINT (37.69257 55.81622)
"Краснобогатырская улица 19 корп 1, Москва, Россия, 107564",109,POINT (37.69744 55.81325)
"Краснобогатырская улица 19 корп 2, Москва, Россия, 107564",111,POINT (37.69815 55.81345)
"Краснобогатырская улица 19 корп 3, Москва, Россия, 107564",188,POINT (37.6994 55.81359)
"Краснобогатырская улица 21, Москва, Россия, 107564",427,POINT (37.7005 55.81231)
"Краснобогатырская улица 23, Москва, Россия, 107564",144,POINT (37.70248 55.8115)
"Краснобогатырская улица 25, Москва, Россия, 107564",144,POINT (37.70346 55.81127)
"Краснобогатырская улица 27, Москва, Россия, 107564",144,POINT (37.70419 55.81094)
"Краснобогатырская улица 29, Москва, Россия, 107564",144,POINT (37.70489 55.81056)
"Краснобогатырская улица 31 корп 1, Москва, Россия, 107564",109,POINT (37.70628 55.80969)
"Краснобогатырская улица 31 корп 2, Москва, Россия, 107564",108,POINT (37.70545 55.80986)
"Краснобогатырская улица 75 корп 1, Москва, Россия, 107076",417,POINT (37.70661 55.80805)
"Краснобогатырская улица 75 корп 2, Москва, Россия, 107564",209,POINT (37.70728 55.80882)
"Краснобогатырская улица 77, Москва, Россия, 107076",420,POINT (37.70721 55.80641)
"Краснобогатырская улица 79, Москва, Россия, 107076",241,POINT (37.70889 55.80532)
"Краснобогатырская улица 90 стр 1, Москва, Россия, 107076",1370,POINT (37.71201 55.79989)
"Краснобогатырская улица 90 стр 2, Москва, Россия, 107076",801,POINT (37.71047 55.80087)
"3-я Красногвардейская улица 2, Москва, Россия, 123317",1,POINT (37.54203 55.75851)
"3-я Красногвардейская улица 3, Москва, Россия, 123317",355,POINT (37.53698 55.75645)
"3-я Красногвардейская улица 6, Москва, Россия, 123317",60,POINT (37.54069 55.75815)
"3-я Красногвардейская улица 8 стр 1, Москва, Россия, 123317",144,POINT (37.53773 55.75724)
"Красногвардейский бульвар 1, Москва, Россия, 123317",219,POINT (37.54264 55.75801)
"Красногвардейский бульвар 3 стр 1, Москва, Россия, 123317",52,POINT (37.54289 55.75894)
"Красногвардейский бульвар 3А, Москва, Россия, 123317",60,POINT (37.54176 55.75911)
"Красногвардейский бульвар 5 корп 1, Москва, Россия, 123317",60,POINT (37.5424 55.75954)
"Красногвардейский бульвар 5 корп 2, Москва, Россия, 123317",144,POINT (37.54126 55.75968)
"Красногвардейский бульвар 7, Москва, Россия, 123317",34,POINT (37.54324 55.7598)
"Красногвардейский бульвар 7А, Москва, Россия, 123317",46,POINT (37.54208 55.76006)
"Красногвардейский бульвар 9, Москва, Россия, 123317",69,POINT (37.54344 55.76044)
"Красногвардейский бульвар 11/1, Москва, Россия, 123317",43,POINT (37.54364 55.76112)
"Красногвардейский бульвар 15 стр 1, Москва, Россия, 123317",60,POINT (37.54403 55.76258)
"Красногвардейский бульвар 15 стр 2, Москва, Россия, 123317",108,POINT (37.54278 55.76276)
"1-й Красногвардейский проезд 4, Москва, Россия, 123100",62,POINT (37.54677 55.75411)
"1-й Красногвардейский проезд 4, Москва, Россия, 123100",42,POINT (37.54677 55.75411)
"1-й Красногвардейский проезд 6, Москва, Россия, 123100",50,POINT (37.54543 55.75371)
"1-й Красногвардейский проезд 8, Москва, Россия, 123100",52,POINT (37.54421 55.75337)
"1-й Красногвардейский проезд 18/1 корп 3, Москва, Россия, 123317",63,POINT (37.53951 55.75204)
"1-й Красногвардейский проезд 18 корп 2, Москва, Россия, 123317",74,POINT (37.53868 55.75233)
"1-й Красногвардейский проезд 20, Москва, Россия, 123317",58,POINT (37.5385 55.75177)
"1-й Красногвардейский проезд 20А, Москва, Россия, 123317",46,POINT (37.53768 55.75237)
"2-й Красногвардейский проезд 2, Москва, Россия, 123317",62,POINT (37.53743 55.75191)
"2-й Красногвардейский проезд 4, Москва, Россия, 123317",62,POINT (37.53629 55.75226)
"2-й Красногвардейский проезд 6 стр 1, Москва, Россия, 123317",36,POINT (37.5355 55.75264)
"2-й Красногвардейский проезд 6А, Москва, Россия, 123317",45,POINT (37.53641 55.75277)
"2-й Красногвардейский проезд 6Б, Москва, Россия, 123317",44,POINT (37.53616 55.75331)
"2-й Красногвардейский проезд 6В, Москва, Россия, 123317",45,POINT (37.53521 55.75316)
"2-й Красногвардейский проезд 8 стр 1, Москва, Россия, 123317",1,POINT (37.5342 55.75293)
"2-й Красногвардейский проезд 8А, Москва, Россия, 123317",78,POINT (37.53549 55.75371)
"2-й Красногвардейский проезд 10, Москва, Россия, 123317",64,POINT (37.53453 55.75379)
"2-й Красногвардейский проезд 10А, Москва, Россия, 123317",60,POINT (37.53359 55.75342)
"улица Красного Маяка 1 корп 1, Москва, Россия, 117519",344,POINT (37.60022 55.61085)
"улица Красного Маяка 1 корп 2, Москва, Россия, 117519",144,POINT (37.59944 55.61018)
"улица Красного Маяка 1 корп 3, Москва, Россия, 117519",144,POINT (37.59819 55.61038)
"улица Красного Маяка 2, Москва, Россия, 117519",96,POINT (37.60172 55.61171)
"улица Красного Маяка 3, Москва, Россия, 117519",211,POINT (37.59618 55.61147)
"улица Красного Маяка 4 корп 1, Москва, Россия, 117519",287,POINT (37.59929 55.61217)
"улица Красного Маяка 4 корп 2, Москва, Россия, 117519",493,POINT (37.59976 55.61391)
"улица Красного Маяка 4 корп 3, Москва, Россия, 117519",249,POINT (37.59814 55.61352)
"улица Красного Маяка 5 корп 1, Москва, Россия, 117519",216,POINT (37.59365 55.61175)
"улица Красного Маяка 5 корп 2, Москва, Россия, 117519",214,POINT (37.59387 55.61083)
"улица Красного Маяка 6, Москва, Россия, 117519",97,POINT (37.59715 55.61239)
"улица Красного Маяка 7 корп 1, Москва, Россия, 117570",98,POINT (37.59072 55.61212)
"улица Красного Маяка 7 корп 2, Москва, Россия, 117570",98,POINT (37.59082 55.61184)
"улица Красного Маяка 8 корп 1, Москва, Россия, 117519",287,POINT (37.59511 55.61282)
"улица Красного Маяка 8 корп 2, Москва, Россия, 117519",493,POINT (37.59712 55.61432)
"улица Красного Маяка 9, Москва, Россия, 117570",430,POINT (37.58856 55.61131)
"улица Красного Маяка 10, Москва, Россия, 117519",96,POINT (37.59299 55.61292)
"улица Красного Маяка 11 корп 1, Москва, Россия, 117570",358,POINT (37.58619 55.61226)
"улица Красного Маяка 11 корп 2, Москва, Россия, 117570",98,POINT (37.5862 55.61109)
"улица Красного Маяка 11 корп 3, Москва, Россия, 117570",215,POINT (37.58448 55.61159)
"улица Красного Маяка 11 корп 4, Москва, Россия, 117570",147,POINT (37.58504 55.61073)
"улица Красного Маяка 11 корп 5, Москва, Россия, 117570",287,POINT (37.58638 55.60996)
"улица Красного Маяка 13 корп 2, Москва, Россия, 117570",169,POINT (37.5816 55.61248)
"улица Красного Маяка 13 корп 3, Москва, Россия, 117570",169,POINT (37.5807 55.61212)
"улица Красного Маяка 13 корп 4, Москва, Россия, 117570",144,POINT (37.57978 55.61161)
"улица Красного Маяка 13 корп 5, Москва, Россия, 117570",287,POINT (37.58276 55.61128)
"улица Красного Маяка 13А корп 1, Москва, Россия, 117570",144,POINT (37.57963 55.61067)
"улица Красного Маяка 13А корп 2, Москва, Россия, 117570",217,POINT (37.57945 55.60945)
"улица Красного Маяка 13А корп 3, Москва, Россия, 117570",144,POINT (37.58045 55.60891)
"улица Красного Маяка 13А корп 4, Москва, Россия, 117570",144,POINT (37.58166 55.60852)
"улица Красного Маяка 13А корп 5, Москва, Россия, 117570",144,POINT (37.58325 55.60825)
"улица Красного Маяка 13А корп 6, Москва, Россия, 117570",144,POINT (37.58495 55.60832)
"улица Красного Маяка 13А корп 7, Москва, Россия, 117570",214,POINT (37.58418 55.60935)
"улица Красного Маяка 15, Москва, Россия, 117570",1,POINT (37.57942 55.60789)
"улица Красного Маяка 15 корп 1, Москва, Россия, 117570",128,POINT (37.58087 55.60774)
"улица Красного Маяка 15 корп 2, Москва, Россия, 117570",128,POINT (37.5824 55.60774)
"улица Красного Маяка 15 корп 3, Москва, Россия, 117570",128,POINT (37.58387 55.60732)
"улица Красного Маяка 15 корп 4, Москва, Россия, 117570",129,POINT (37.58581 55.60725)
"улица Красного Маяка 15 корп 5, Москва, Россия, 117570",193,POINT (37.58602 55.60816)
"улица Красного Маяка 16Б, Москва, Россия, 117570",129,POINT (37.581 55.61368)
"улица Красного Маяка 17 корп 1, Москва, Россия, 117570",202,POINT (37.57999 55.60655)
"улица Красного Маяка 17 корп 2, Москва, Россия, 117570",127,POINT (37.58156 55.60633)
"улица Красного Маяка 18 корп 1, Москва, Россия, 117570",207,POINT (37.58268 55.61436)
"улица Красного Маяка 18 корп 2, Москва, Россия, 117570",112,POINT (37.58284 55.6152)
"улица Красного Маяка 19 корп 1, Москва, Россия, 117570",215,POINT (37.57989 55.60539)
"улица Красного Маяка 19 корп 2, Москва, Россия, 117570",144,POINT (37.58083 55.60564)
"улица Красного Маяка 19 корп 3, Москва, Россия, 117570",146,POINT (37.58218 55.60564)
"улица Красного Маяка 20 корп 1, Москва, Россия, 117570",169,POINT (37.5807 55.61452)
"улица Красного Маяка 20 корп 2, Москва, Россия, 117570",169,POINT (37.58113 55.61572)
"улица Красного Маяка 22 корп 1, Москва, Россия, 117570",274,POINT (37.57904 55.61291)
"улица Красного Маяка 22 корп 2, Москва, Россия, 117570",209,POINT (37.57865 55.61167)
"улица Красного Маяка 22 корп 3, Москва, Россия, 117570",152,POINT (37.57739 55.61256)
"улица Красного Маяка 26 корп 1, Москва, Россия, 117570",2,POINT (37.5782 55.60743)
"улица Красного Маяка 26 корп 2, Москва, Россия, 117570",2,POINT (37.5783 55.60712)
"улица Красного Маяка 26 корп 3, Москва, Россия, 117570",2,POINT (37.57838 55.60683)
"улица Красного Маяка 26 корп 4, Москва, Россия, 117570",2,POINT (37.57838 55.60654)
"Краснодарская улица 1, Москва, Россия, 109387",45,POINT (37.73689 55.67702)
"Краснодарская улица 4/117, Москва, Россия, 109382",72,POINT (37.73951 55.67637)
"Краснодарская улица 5/115, Москва, Россия, 109387",63,POINT (37.7393 55.6773)
"Краснодарская улица 7 корп 1, Москва, Россия, 109382",214,POINT (37.74112 55.67753)
"Краснодарская улица 8, Москва, Россия, 109382",100,POINT (37.74226 55.6763)
"Краснодарская улица 10, Москва, Россия, 109382",143,POINT (37.74374 55.67672)
"Краснодарская улица 10А, Москва, Россия, 109382",106,POINT (37.74271 55.67677)
"Краснодарская улица 12, Москва, Россия, 109382",144,POINT (37.74382 55.67614)
"Краснодарская улица 13, Москва, Россия, 109387",141,POINT (37.74379 55.67775)
"Краснодарская улица 14, Москва, Россия, 109382",92,POINT (37.74495 55.67692)
"Краснодарская улица 15/17, Москва, Россия, 109387",68,POINT (37.74639 55.67758)
"Краснодарская улица 16, Москва, Россия, 109382",53,POINT (37.74731 55.67707)
"Краснодарская улица 17, Москва, Россия, 109387",58,POINT (37.74735 55.6779)
"Краснодарская улица 20/1, Москва, Россия, 109382",213,POINT (37.75125 55.67727)
"Краснодарская улица 21, Москва, Россия, 109386",104,POINT (37.75045 55.67789)
