address_new,quarters_count,geometry
"улица Тёплый Стан 1, Москва, Россия, 117465",144,POINT (37.50222 55.61999)
"улица Тёплый Стан 3 корп 1, Москва, Россия, 117465",224,POINT (37.50095 55.6202)
"улица Тёплый Стан 3 корп 2, Москва, Россия, 117465",143,POINT (37.49969 55.62041)
"улица Тёплый Стан 4, Москва, Россия, 117133",334,POINT (37.48893 55.62765)
"улица Тёплый Стан 5 корп 2, Москва, Россия, 117465",143,POINT (37.49904 55.61958)
"улица Тёплый Стан 5 корп 3, Москва, Россия, 117465",251,POINT (37.49777 55.61981)
"улица Тёплый Стан 5 корп 4, Москва, Россия, 117465",203,POINT (37.4978 55.61911)
"улица Тёплый Стан 7, Москва, Россия, 117465",202,POINT (37.49604 55.62258)
"улица Тёплый Стан 7 корп 1, Москва, Россия, 117465",223,POINT (37.49706 55.62167)
"улица Тёплый Стан 7 корп 2, Москва, Россия, 117465",143,POINT (37.49575 55.62186)
"улица Тёплый Стан 7 корп 3, Москва, Россия, 117465",145,POINT (37.49648 55.62002)
"улица Тёплый Стан 8, Москва, Россия, 117133",216,POINT (37.48775 55.62852)
"улица Тёплый Стан 9 корп 1, Москва, Россия, 117465",144,POINT (37.49422 55.62293)
"улица Тёплый Стан 9 корп 2, Москва, Россия, 117465",144,POINT (37.4951 55.62105)
"улица Тёплый Стан 9 корп 3, Москва, Россия, 117465",143,POINT (37.49588 55.6192)
"улица Тёплый Стан 9 корп 5, Москва, Россия, 117465",252,POINT (37.49455 55.61939)
"улица Тёплый Стан 9 корп 6, Москва, Россия, 117465",112,POINT (37.49323 55.61957)
"улица Тёплый Стан 9 корп 7, Москва, Россия, 117465",251,POINT (37.49378 55.62127)
"улица Тёплый Стан 9 корп 8, Москва, Россия, 117465",144,POINT (37.49254 55.62149)
"улица Тёплый Стан 11 корп 1, Москва, Россия, 117465",218,POINT (37.49303 55.62313)
"улица Тёплый Стан 12 корп 1, Москва, Россия, 117133",102,POINT (37.48689 55.6298)
"улица Тёплый Стан 12 корп 2, Москва, Россия, 117133",97,POINT (37.4859 55.62981)
"улица Тёплый Стан 12 корп 3, Москва, Россия, 117133",97,POINT (37.48638 55.62927)
"улица Тёплый Стан 12 корп 4, Москва, Россия, 117133",288,POINT (37.48527 55.63101)
"улица Тёплый Стан 13 корп 1, Москва, Россия, 117465",272,POINT (37.49118 55.62403)
"улица Тёплый Стан 13 корп 4, Москва, Россия, 117465",575,POINT (37.49245 55.62018)
"улица Тёплый Стан 15 корп 1, Москва, Россия, 117465",1,POINT (37.48994 55.62324)
"улица Тёплый Стан 15 корп 2, Москва, Россия, 117465",289,POINT (37.4898 55.62174)
"улица Тёплый Стан 15 корп 3, Москва, Россия, 117465",289,POINT (37.4906 55.62012)
"улица Тёплый Стан 15 корп 4, Москва, Россия, 117465",171,POINT (37.48904 55.62051)
"улица Тёплый Стан 15 корп 5, Москва, Россия, 117465",168,POINT (37.48847 55.62107)
"улица Тёплый Стан 15 корп 6, Москва, Россия, 117465",168,POINT (37.48822 55.62172)
"улица Тёплый Стан 15 корп 7, Москва, Россия, 117465",168,POINT (37.48819 55.62239)
"улица Тёплый Стан 17, Москва, Россия, 117465",256,POINT (37.48949 55.62445)
"улица Тёплый Стан 21 корп 1, Москва, Россия, 117133",256,POINT (37.48568 55.62714)
"улица Тёплый Стан 21 корп 2, Москва, Россия, 117133",177,POINT (37.48303 55.62687)
"улица Тёплый Стан 21 корп 3, Москва, Россия, 117133",179,POINT (37.4821 55.62674)
"улица Тёплый Стан 21 корп 4, Москва, Россия, 117133",179,POINT (37.48111 55.62662)
"улица Тёплый Стан 21 корп 5, Москва, Россия, 117133",286,POINT (37.48141 55.6276)
"улица Тёплый Стан 21 корп 6, Москва, Россия, 117133",288,POINT (37.47864 55.62734)
"улица Тёплый Стан 23, Москва, Россия, 117133",256,POINT (37.4848 55.62791)
"улица Тёплый Стан 25 корп 1, Москва, Россия, 117133",255,POINT (37.4839 55.62866)
"улица Тёплый Стан 25 корп 3, Москва, Россия, 117133",169,POINT (37.48006 55.6288)
"улица Тёплый Стан 25 корп 4, Москва, Россия, 117133",169,POINT (37.47892 55.62865)
"улица Тёплый Стан 25 корп 5, Москва, Россия, 117133",169,POINT (37.47784 55.62824)
"улица Тёплый Стан 25 корп 6, Москва, Россия, 117133",168,POINT (37.4768 55.62783)
"улица Тёплый Стан 27, Москва, Россия, 117133",511,POINT (37.48209 55.62991)
"улица Тёплый Стан 31, Москва, Россия, 117133",111,POINT (37.48101 55.63138)
"Тетеринский переулок 12, Москва, Россия, 109004",11,POINT (37.65258 55.74532)
"Тетеринский переулок 14 стр 2, Москва, Россия, 109004",18,POINT (37.6529 55.74536)
"Тетеринский переулок 16, Москва, Россия, 109004",24,POINT (37.65318 55.74537)
"Тетеринский переулок 18 стр 2, Москва, Россия, 109004",336,POINT (37.65384 55.74467)
"Тимирязевская улица 4/12, Москва, Россия, 127422",165,POINT (37.57095 55.80869)
"Тимирязевская улица 6, Москва, Россия, 127422",153,POINT (37.57006 55.81001)
"Тимирязевская улица 7, Москва, Россия, 127422",100,POINT (37.56977 55.80871)
"Тимирязевская улица 8 корп 1, Москва, Россия, 127422",80,POINT (37.57093 55.81073)
"Тимирязевская улица 8 корп 1, Москва, Россия, 127422",143,POINT (37.57093 55.81073)
"Тимирязевская улица 9, Москва, Россия, 127422",142,POINT (37.56811 55.80896)
"Тимирязевская улица 10/12, Москва, Россия, 127422",304,POINT (37.56804 55.8122)
"Тимирязевская улица 10/12, Москва, Россия, 127422",249,POINT (37.56804 55.8122)
"Тимирязевская улица 11, Москва, Россия, 127422",88,POINT (37.5691 55.80957)
"Тимирязевская улица 11 корп 1, Москва, Россия, 127422",60,POINT (37.56871 55.81006)
"Тимирязевская улица 12, Москва, Россия, 127422",109,POINT (37.56765 55.81324)
"Тимирязевская улица 13, Москва, Россия, 127422",230,POINT (37.56751 55.80983)
"Тимирязевская улица 14, Москва, Россия, 127422",65,POINT (37.56723 55.81376)
"Тимирязевская улица 15, Москва, Россия, 127422",83,POINT (37.56825 55.81057)
"Тимирязевская улица 16, Москва, Россия, 127422",209,POINT (37.56603 55.81467)
"Тимирязевская улица 17 корп 1, Москва, Россия, 127422",58,POINT (37.56679 55.8124)
"Тимирязевская улица 17А, Москва, Россия, 127422",103,POINT (37.56717 55.81189)
"Тимирязевская улица 18 корп 1, Москва, Россия, 127422",60,POINT (37.5646 55.81642)
"Тимирязевская улица 18 корп 2, Москва, Россия, 127422",1,POINT (37.56548 55.81632)
"Тимирязевская улица 19, Москва, Россия, 127422",94,POINT (37.56629 55.8129)
"Тимирязевская улица 20 корп 1, Москва, Россия, 127422",80,POINT (37.56407 55.81703)
"Тимирязевская улица 20 корп 2, Москва, Россия, 127422",80,POINT (37.56473 55.8172)
"Тимирязевская улица 23, Москва, Россия, 127422",94,POINT (37.56531 55.81412)
"Тимирязевская улица 25, Москва, Россия, 127422",130,POINT (37.56383 55.81476)
"Тимирязевская улица 25 корп 2, Москва, Россия, 127422",71,POINT (37.56475 55.81483)
"Тимирязевская улица 30 корп 1, Москва, Россия, 127422",84,POINT (37.56114 55.82062)
"Тимирязевская улица 30 корп 2, Москва, Россия, 127422",108,POINT (37.56163 55.82092)
"Тимирязевская улица 32 корп 1, Москва, Россия, 127422",84,POINT (37.56064 55.82128)
"Тимирязевская улица 32 корп 2, Москва, Россия, 127422",108,POINT (37.56115 55.82156)
"Тимирязевская улица 34 корп 1, Москва, Россия, 127422",84,POINT (37.5601 55.82192)
"Тимирязевская улица 34 корп 2, Москва, Россия, 127422",108,POINT (37.56062 55.82219)
"Тимирязевская улица 38/25, Москва, Россия, 127422",97,POINT (37.55905 55.82353)
"улица Тимура Фрунзе 8/5, Москва, Россия, 119021",1,POINT (37.59172 55.7336)
"улица Тимура Фрунзе 16, Москва, Россия, 119021",25,POINT (37.58959 55.7344)
"улица Тимура Фрунзе 18, Москва, Россия, 119021",29,POINT (37.5893 55.73477)
"улица Тимура Фрунзе 20, Москва, Россия, 119021",126,POINT (37.58931 55.73525)
"улица Тимура Фрунзе 22, Москва, Россия, 119021",30,POINT (37.58815 55.73548)
